Título,Veículo,Resumo,Resumo bruto,Link,Data
A tributação de bens digitais: conflito de competência entre o Estado e o município - Migalhas,Migalhas,A tributação de bens digitais: conflito de competência entre o Estado e o município,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxOUGF6T1huMFl4ZHdoZ2dPY1h4T0ZfaEpVRTVDTVlwRWNfVy1YU0N1dWRzaEFUMTlDSGF1ME9RaXZlaTk0eUtsQVRlUjMtbGFyTElMeXM2c3hMMUdWZnE0andjY2tMY1lVTUhETHhXQjB6M2tPSmFGRlp5Wm41NXhYZmZxUWZDX0s0RlZFaVQ2UlE1N2huUG9DODRfQTRiUTdKa1VPYy1GdFI0NWhuWDY0Wkh6WHJjalA1UTVVSUpUMnlSLUHSAcgBQVVfeXFMTUh2eE5Xa2VXYVl2RVpmR2dwTnZaNGJHR1JITThQUDFEWHlZb2xRcTFWWEltU0J4UGo5d2hkX1hsQ1dZb0Q3U0hmajNHRkVBUno2UDQtRFVfVUU3NVJjRE1QZWNObGNlNGd4MG9FMFdlSmVaNUt6QTV1dFVVR2pNY0k4OGlYQVNTMUNUYzdNNDF0eEpzTDBkMk4zTEVpQlI4NkpsYUxqYjdoYUNNYkxjQlVKbXI1bzJBeHR6RGdLZ3VJeVU0dUp3WjM?oc=5"" target=""_blank"">A tributação de bens digitais: conflito de competência entre o Estado e o município</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Migalhas</font>",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOUGF6T1huMFl4ZHdoZ2dPY1h4T0ZfaEpVRTVDTVlwRWNfVy1YU0N1dWRzaEFUMTlDSGF1ME9RaXZlaTk0eUtsQVRlUjMtbGFyTElMeXM2c3hMMUdWZnE0andjY2tMY1lVTUhETHhXQjB6M2tPSmFGRlp5Wm41NXhYZmZxUWZDX0s0RlZFaVQ2UlE1N2huUG9DODRfQTRiUTdKa1VPYy1GdFI0NWhuWDY0Wkh6WHJjalA1UTVVSUpUMnlSLUHSAcgBQVVfeXFMTUh2eE5Xa2VXYVl2RVpmR2dwTnZaNGJHR1JITThQUDFEWHlZb2xRcTFWWEltU0J4UGo5d2hkX1hsQ1dZb0Q3U0hmajNHRkVBUno2UDQtRFVfVUU3NVJjRE1QZWNObGNlNGd4MG9FMFdlSmVaNUt6QTV1dFVVR2pNY0k4OGlYQVNTMUNUYzdNNDF0eEpzTDBkMk4zTEVpQlI4NkpsYUxqYjdoYUNNYkxjQlVKbXI1bzJBeHR6RGdLZ3VJeVU0dUp3WjM?oc=5,2019-01-07
Equipe econômica de Paulo Guedes tem perfil desestatizante e pró-abertura econômica - O Globo,O Globo,Equipe econômica de Paulo Guedes tem perfil desestatizante e pró-abertura econômica,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxPVmFyTUt3RlRIMzNNbnY3VWVhM09xa1RITlllanEzdjQ0WUlxdU9NZ0g5cnpNYXZHN0E4dzM1cUZjRTQ5cHRPSW4zYS1GNkNHOHJpRXpvbk52ZWhsY1l1TzFlaDloZU04VkZyM3l0MGt1RXUzVEc1dnJha3Q1VklicXV5WGZDWjNNTnpiazEzUk5YbEQxc3djRmpNVkJWU0tUZFA4QVJOWUd0WmY3LWE3eG9TYXdQY3JrN3FaMGFTeDJNd9IB0AFBVV95cUxNSnlvNjFPQjNnWFRDQ05ZcnhIQ1dCWVltXzdjQndqMlFJNDJYZEM2RmdfLUJnZWttTTh0azZ5Nk9SeHNUcDU5TjRJLVRoUkV2Z0liNTFNenl6N2dKY1hxNEtTUmhoRnA2TFBZN3YwV0RUYll0NXZVbHV6Z2ZSQ3FmNTN3dElVOHBQYkdzQ1c3ck41V25WbC1hMmlYclI4c0lLNVJUZm1EY0hJeDFFUldWY19DS2R2S1pCa2VoWW5tS2NQN0RzZW9xalFWbURjTUdM?oc=5"" target=""_blank"">Equipe econômica de Paulo Guedes tem perfil desestatizante e pró-abertura econômica</a>&nbsp;&nbsp;<font color=""#6f6f6f"">O Globo</font>",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPVmFyTUt3RlRIMzNNbnY3VWVhM09xa1RITlllanEzdjQ0WUlxdU9NZ0g5cnpNYXZHN0E4dzM1cUZjRTQ5cHRPSW4zYS1GNkNHOHJpRXpvbk52ZWhsY1l1TzFlaDloZU04VkZyM3l0MGt1RXUzVEc1dnJha3Q1VklicXV5WGZDWjNNTnpiazEzUk5YbEQxc3djRmpNVkJWU0tUZFA4QVJOWUd0WmY3LWE3eG9TYXdQY3JrN3FaMGFTeDJNd9IB0AFBVV95cUxNSnlvNjFPQjNnWFRDQ05ZcnhIQ1dCWVltXzdjQndqMlFJNDJYZEM2RmdfLUJnZWttTTh0azZ5Nk9SeHNUcDU5TjRJLVRoUkV2Z0liNTFNenl6N2dKY1hxNEtTUmhoRnA2TFBZN3YwV0RUYll0NXZVbHV6Z2ZSQ3FmNTN3dElVOHBQYkdzQ1c3ck41V25WbC1hMmlYclI4c0lLNVJUZm1EY0hJeDFFUldWY19DS2R2S1pCa2VoWW5tS2NQN0RzZW9xalFWbURjTUdM?oc=5,2019-01-02
Conheça o perfil do novo governador - Agência Estadual de Notícias,Agência Estadual de Notícias,Conheça o perfil do novo governador,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTFB1TlVGSDZESk9vYmxnRVlUYVk5WjdYWlhma0ZMRVVnRndiLVJ2RXp0Yy1PbnZkcVFhZ0E4ZmNucU5qNDFzVk9PeGV6THhvb1dpNHVqSnR5VHFqajBud2NIMVU3cU5ocFNMT05FckstdTk5NEV2U3Jobw?oc=5"" target=""_blank"">Conheça o perfil do novo governador</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Agência Estadual de Notícias</font>",https://news.google.com/rss/articles/CBMieEFVX3lxTFB1TlVGSDZESk9vYmxnRVlUYVk5WjdYWlhma0ZMRVVnRndiLVJ2RXp0Yy1PbnZkcVFhZ0E4ZmNucU5qNDFzVk9PeGV6THhvb1dpNHVqSnR5VHFqajBud2NIMVU3cU5ocFNMT05FckstdTk5NEV2U3Jobw?oc=5,2019-01-01
O homem que defende Trump no mundo intelectual dos EUA: ‘Ele tem conseguido coisas incríveis’ - BBC News Brasil,BBC News Brasil,O homem que defende Trump no mundo intelectual dos EUA: ‘Ele tem conseguido coisas incríveis’,"<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTE9ta2VYbEU2VDdGVmZsdGVvcDJJcEJ3OFlDSktPSklBSUhjaUM4QkxlVFd6cjFUZDFxeWN6NzFmMWNBN0QyRHNMcGlxZWUxWVhmdHZzSVo5cDlYYUx5UVRSbGVKTdIBaEFVX3lxTFAzdjJtTUVnYm1zeGNFbXlaR3lHU3dGQTNFVDNwdXgyVmJiUWZibEE3a2NPdmVaYllsUzY3TU5aYmtTaUlJYzF5ZXYyeGRnU0YxNURVR2l5aXA1N05iX1RicW01WnUyV0dY?oc=5"" target=""_blank"">O homem que defende Trump no mundo intelectual dos EUA: ‘Ele tem conseguido coisas incríveis’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC News Brasil</font>",https://news.google.com/rss/articles/CBMiY0FVX3lxTE9ta2VYbEU2VDdGVmZsdGVvcDJJcEJ3OFlDSktPSklBSUhjaUM4QkxlVFd6cjFUZDFxeWN6NzFmMWNBN0QyRHNMcGlxZWUxWVhmdHZzSVo5cDlYYUx5UVRSbGVKTdIBaEFVX3lxTFAzdjJtTUVnYm1zeGNFbXlaR3lHU3dGQTNFVDNwdXgyVmJiUWZibEE3a2NPdmVaYllsUzY3TU5aYmtTaUlJYzF5ZXYyeGRnU0YxNURVR2l5aXA1N05iX1RicW01WnUyV0dY?oc=5,2019-01-06
Chico Vigilante: O preço do golpe e da perseguição a Lula - PT - Partido dos Trabalhadores,Partido dos Trabalhadores,Chico Vigilante: O preço do golpe e da perseguição a Lula,"<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxNM0s5VGQ0ellQYXNmanlNMV93NGxXYU1CSzkzUnR5MzRYU1lLRDhOTlotLU0xVVp0bDBVS0t0aGI3VzZEMmk0UVkyejM0dEozNTRjRkI1TkhXdnR4S0xmOWRMZTJfcTB5Ykw0ZVExbHhzb0hGQVFoSHVHUGhzSDJpeNIBhgFBVV95cUxQSFVoTTdmVEdXbkZLYVpvUzdiNTdVYXRmWGVrU1UxS3VZMThNZTA3SExyZ3kxekZ4Vkc3bVpnMWN4NWdVOU1fVVJqZDNBSlhMb3EwTGZZdnV5UTRxdWdPWGFwbXVsQ2FJWjBxNmhoWHlxcFI0MVRoeG84VGZmdlN2Y0tLMktoUQ?oc=5"" target=""_blank"">Chico Vigilante: O preço do golpe e da perseguição a Lula</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PT - Partido dos Trabalhadores</font>",https://news.google.com/rss/articles/CBMigAFBVV95cUxNM0s5VGQ0ellQYXNmanlNMV93NGxXYU1CSzkzUnR5MzRYU1lLRDhOTlotLU0xVVp0bDBVS0t0aGI3VzZEMmk0UVkyejM0dEozNTRjRkI1TkhXdnR4S0xmOWRMZTJfcTB5Ykw0ZVExbHhzb0hGQVFoSHVHUGhzSDJpeNIBhgFBVV95cUxQSFVoTTdmVEdXbkZLYVpvUzdiNTdVYXRmWGVrU1UxS3VZMThNZTA3SExyZ3kxekZ4Vkc3bVpnMWN4NWdVOU1fVVJqZDNBSlhMb3EwTGZZdnV5UTRxdWdPWGFwbXVsQ2FJWjBxNmhoWHlxcFI0MVRoeG84VGZmdlN2Y0tLMktoUQ?oc=5,2019-01-31
Projeto de lei obriga União a duplicar todas as rodovias federais em dez anos - Confederação Nacional de Municípios (CNM),Confederação Nacional de Municípios (CNM),Projeto de lei obriga União a duplicar todas as rodovias federais em dez anos,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxPTzVGdFk3TDlZTF9SY1lmd1RpTlVYOTJfS1dZMW1ZSjhvVnd0TE1WdjJhbE5sQ3h1TUtvZ2lyR25jS0lGc1d4MU55b2VENnVyVGtSMTQ3MzZxVTNsT055SXJudjh4bm9sN0VsT3NldkU1N01ELVl0M21lNk40c1JyekNieE5uRThFamNqNzNVNnYxV2lEWV9sQnA1Y3JZbnpXWmFsVzRGUnhpUE1fVW5xajVxTS1oc2Yz?oc=5"" target=""_blank"">Projeto de lei obriga União a duplicar todas as rodovias federais em dez anos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Confederação Nacional de Municípios (CNM)</font>",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPTzVGdFk3TDlZTF9SY1lmd1RpTlVYOTJfS1dZMW1ZSjhvVnd0TE1WdjJhbE5sQ3h1TUtvZ2lyR25jS0lGc1d4MU55b2VENnVyVGtSMTQ3MzZxVTNsT055SXJudjh4bm9sN0VsT3NldkU1N01ELVl0M21lNk40c1JyekNieE5uRThFamNqNzNVNnYxV2lEWV9sQnA1Y3JZbnpXWmFsVzRGUnhpUE1fVW5xajVxTS1oc2Yz?oc=5,2019-01-18
Projeto prevê uso do FGTS na compra de imóvel para pai ou filho - Senado,Senado,Projeto prevê uso do FGTS na compra de imóvel para pai ou filho,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxPY2J3TUp5cnNFcE9rQUpEa3NETldoLWJOQW5PVVl3UWo0UkpvX25MT3EyejhmdDg1UjQydFFIN2VNcWFrbG83ZmdjdV9WdHRkZTZWUU91Wm9TSWZiaFBmck1HRGZZX2pDVi1jMDhnZlVvYnBzMW1IUzZuZ21RWnFUd2YzVmRteXdGZ0VPOHZwUFhua1pNWkxPMmVmTWNWdUpyakRjZEx4YTRmSndYT290UjhDM1g3Wm11Q3hHMg?oc=5"" target=""_blank"">Projeto prevê uso do FGTS na compra de imóvel para pai ou filho</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMivAFBVV95cUxPY2J3TUp5cnNFcE9rQUpEa3NETldoLWJOQW5PVVl3UWo0UkpvX25MT3EyejhmdDg1UjQydFFIN2VNcWFrbG83ZmdjdV9WdHRkZTZWUU91Wm9TSWZiaFBmck1HRGZZX2pDVi1jMDhnZlVvYnBzMW1IUzZuZ21RWnFUd2YzVmRteXdGZ0VPOHZwUFhua1pNWkxPMmVmTWNWdUpyakRjZEx4YTRmSndYT290UjhDM1g3Wm11Q3hHMg?oc=5,2019-01-17
Câmara analisa regra especial de aposentadoria de policiais às guardas municipais - Confederação Nacional de Municípios (CNM),Confederação Nacional de Municípios (CNM),Câmara analisa regra especial de aposentadoria de policiais às guardas municipais,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxNZHQ0VGNpSWhpRUpmZEM5MU9Vb3ZzVmFmU05XaC1XdE5oclZlbnV0MGstTjFscmFGWl9DRzF1eGVRQ2l4TWZieFZTc2VWU083UnNzRDR6TlBXMnhNcUlZZnlQYU9FbDlpV1BOazdVNElTbHhad1I0cVNWLWJmSU1ydDJWbXZrUHBpVDZVMmIya3ZuVXFsQl9EdExCMjEyMWhBdk1OWWNHQkxmZGM4UTJ2djRPMmh6RUNXV2Q5TWJB?oc=5"" target=""_blank"">Câmara analisa regra especial de aposentadoria de policiais às guardas municipais</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Confederação Nacional de Municípios (CNM)</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxNZHQ0VGNpSWhpRUpmZEM5MU9Vb3ZzVmFmU05XaC1XdE5oclZlbnV0MGstTjFscmFGWl9DRzF1eGVRQ2l4TWZieFZTc2VWU083UnNzRDR6TlBXMnhNcUlZZnlQYU9FbDlpV1BOazdVNElTbHhad1I0cVNWLWJmSU1ydDJWbXZrUHBpVDZVMmIya3ZuVXFsQl9EdExCMjEyMWhBdk1OWWNHQkxmZGM4UTJ2djRPMmh6RUNXV2Q5TWJB?oc=5,2019-01-21
Luiz Carlos do Carmo toma posse como senador na vaga de Ronaldo Caiado — Senado Notícias - Senado,Senado,Luiz Carlos do Carmo toma posse como senador na vaga de Ronaldo Caiado — Senado Notícias,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxQaFhRdERJUVdUek1VQkloZ2JoTHFqcUt1MmxXNzFtamR0ektRN2sxNmExdnh3ODFaRFBWRGoxRlUxNjRvczV6MkQ1LTV0X2VNaGNNNWxPV1lnTDl1Sk1ZRjluWk11Vnpoa1lob0lDRkE2RlNLQ3pDSjh2MVQyTWJJQ294ejFHeEdhM0pnUEtvaVBLNTF2OUpfbnJCLUI5bUhCWUk3WVg4dFhkVUN1UmRMdGJrNE9mMGhFaFAzZC1kdnBtOGd2ZFE?oc=5"" target=""_blank"">Luiz Carlos do Carmo toma posse como senador na vaga de Ronaldo Caiado — Senado Notícias</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMixgFBVV95cUxQaFhRdERJUVdUek1VQkloZ2JoTHFqcUt1MmxXNzFtamR0ektRN2sxNmExdnh3ODFaRFBWRGoxRlUxNjRvczV6MkQ1LTV0X2VNaGNNNWxPV1lnTDl1Sk1ZRjluWk11Vnpoa1lob0lDRkE2RlNLQ3pDSjh2MVQyTWJJQ294ejFHeEdhM0pnUEtvaVBLNTF2OUpfbnJCLUI5bUhCWUk3WVg4dFhkVUN1UmRMdGJrNE9mMGhFaFAzZC1kdnBtOGd2ZFE?oc=5,2019-01-02
Vanderlan Cardoso (PP) - Senado,Senado,Vanderlan Cardoso (PP),"<a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxQZ1ZzU0V2LTJNcDNlY2NEcmt6MzBqT3VqUkFBa2FzR1B3Q3JZT1ljWkxCZi0td3I5c0ZySTlhU2o0SnozUE5qbDFsMHFFU2N0ZzlfWjlFSE9QMmcyWVpveVktclU1RWFwR2ZlSXVTNG9tUGI1RGl1aW1NMV9GSF96ZTNFcw?oc=5"" target=""_blank"">Vanderlan Cardoso (PP)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMigwFBVV95cUxQZ1ZzU0V2LTJNcDNlY2NEcmt6MzBqT3VqUkFBa2FzR1B3Q3JZT1ljWkxCZi0td3I5c0ZySTlhU2o0SnozUE5qbDFsMHFFU2N0ZzlfWjlFSE9QMmcyWVpveVktclU1RWFwR2ZlSXVTNG9tUGI1RGl1aW1NMV9GSF96ZTNFcw?oc=5,2019-01-18
Empresas do grupo dois do eSocial devem enviar as folhas de pagamento em janeiro - FecomercioSP,FecomercioSP,Empresas do grupo dois do eSocial devem enviar as folhas de pagamento em janeiro,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxNQVh5QWxRai1xYnkyNWZJQzU3OHNDMkFwaHI0WXVCekVCQ21LLW4yM1hsZnBVVlE5eGs2QXhTdFhDZ0IzUWRKQ1AzWWRwSFBFY01BZ3Q2NlZpUzFpd1B5Y3o5NF9DdHpFelpZSWhiOVoxUERMSnN4bWRxcGhwWk5LRTYxVTYzVm51X2EycjBuU1g4V2tzUjJwSmRPdFJKMFI3UDNPSkNpTWEyNWdiYmhUNFdGSUV0eFVCRVE?oc=5"" target=""_blank"">Empresas do grupo dois do eSocial devem enviar as folhas de pagamento em janeiro</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FecomercioSP</font>",https://news.google.com/rss/articles/CBMiugFBVV95cUxNQVh5QWxRai1xYnkyNWZJQzU3OHNDMkFwaHI0WXVCekVCQ21LLW4yM1hsZnBVVlE5eGs2QXhTdFhDZ0IzUWRKQ1AzWWRwSFBFY01BZ3Q2NlZpUzFpd1B5Y3o5NF9DdHpFelpZSWhiOVoxUERMSnN4bWRxcGhwWk5LRTYxVTYzVm51X2EycjBuU1g4V2tzUjJwSmRPdFJKMFI3UDNPSkNpTWEyNWdiYmhUNFdGSUV0eFVCRVE?oc=5,2019-01-02
"Riqueza de 2 mil bilionários aumentou US$ 2,5 bilhões por dia em 2018 - Sindicato dos Bancários",Sindicato dos Bancários,"Riqueza de 2 mil bilionários aumentou US$ 2,5 bilhões por dia em 2018","<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxOS0FtZ3k5a1JmbEgtSUtGZElxZUIwTWdvbjlOd25ZRVBER0huaXdDV0NxZjJMNWJLSkNnV1laRUsxNkY5STc4Z29uQVZidTJLckRGRDZ0VVFzaGFndkdnSWlJdzBIRG1xamQ4cVczQlJzNWNHTXFCUmZUcUp6bFU2Yk5fRGJ2dkVua0tPMlJHeXpZakVEU2RBVEN6Q0RSeDcyYUplSA?oc=5"" target=""_blank"">Riqueza de 2 mil bilionários aumentou US$ 2,5 bilhões por dia em 2018</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sindicato dos Bancários</font>",https://news.google.com/rss/articles/CBMipAFBVV95cUxOS0FtZ3k5a1JmbEgtSUtGZElxZUIwTWdvbjlOd25ZRVBER0huaXdDV0NxZjJMNWJLSkNnV1laRUsxNkY5STc4Z29uQVZidTJLckRGRDZ0VVFzaGFndkdnSWlJdzBIRG1xamQ4cVczQlJzNWNHTXFCUmZUcUp6bFU2Yk5fRGJ2dkVua0tPMlJHeXpZakVEU2RBVEN6Q0RSeDcyYUplSA?oc=5,2019-01-21
Campos Neto terá status de ministro até autonomia do Banco Central - UOL Economia,UOL Economia,Campos Neto terá status de ministro até autonomia do Banco Central,"<a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxPcmE2NTBjMFZxNVBMNHg4a3dLTVdRSl9Iend0T1l0TnZfUEFvMlljN2RXaEY3eWU5T0Nabi1HVEh3MGw4Q2p5V0VvaGpKNUZVVEpmTFUxT2JKd2FWNFpvV2hwV1c2T05teWc2ODJ0RXRFY256TGxmQTdVT1gzaHhfRFF4aVdfcXljOHdPczhFRVQ5Rk13U1R1VElmLXhQNHFjZFhRc3dFZ1VZMXFNbUlkOWZyb1lNeXFDZGNtclNBQnlscjlLbHhHTWRoa0FLdm1X?oc=5"" target=""_blank"">Campos Neto terá status de ministro até autonomia do Banco Central</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UOL Economia</font>",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPcmE2NTBjMFZxNVBMNHg4a3dLTVdRSl9Iend0T1l0TnZfUEFvMlljN2RXaEY3eWU5T0Nabi1HVEh3MGw4Q2p5V0VvaGpKNUZVVEpmTFUxT2JKd2FWNFpvV2hwV1c2T05teWc2ODJ0RXRFY256TGxmQTdVT1gzaHhfRFF4aVdfcXljOHdPczhFRVQ5Rk13U1R1VElmLXhQNHFjZFhRc3dFZ1VZMXFNbUlkOWZyb1lNeXFDZGNtclNBQnlscjlLbHhHTWRoa0FLdm1X?oc=5,2019-01-01
Mourão se diz honrado em assumir exercício da Presidência da República - EBC - Empresa Brasil de Comunicação,Empresa Brasil de Comunicação,Mourão se diz honrado em assumir exercício da Presidência da República,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxPWno5MGQ1VFVTT2VNVV9OcWFpcDEybzJjcExmNkJRNWVBcllna3lXRmx1OXIzejZTMXk4cFZoUk9IOUlGZGwzWHhlUWtjcXpfaFJsUGJLLVNUa2tGZTRKQzc5bDBEQXI1SmFMSktuN3htWmNGV3ljVEFfQ3dQbjNlOERlTHM2Q21uN1FIZjl1SWRRZ1BSSVU4cklaNmdFekhKclc5Z1dBZkZQc2ozT0lObGJEX0VEVTNxRlBrTkRlOE5ZZ1VfT3g4?oc=5"" target=""_blank"">Mourão se diz honrado em assumir exercício da Presidência da República</a>&nbsp;&nbsp;<font color=""#6f6f6f"">EBC - Empresa Brasil de Comunicação</font>",https://news.google.com/rss/articles/CBMixwFBVV95cUxPWno5MGQ1VFVTT2VNVV9OcWFpcDEybzJjcExmNkJRNWVBcllna3lXRmx1OXIzejZTMXk4cFZoUk9IOUlGZGwzWHhlUWtjcXpfaFJsUGJLLVNUa2tGZTRKQzc5bDBEQXI1SmFMSktuN3htWmNGV3ljVEFfQ3dQbjNlOERlTHM2Q21uN1FIZjl1SWRRZ1BSSVU4cklaNmdFekhKclc5Z1dBZkZQc2ozT0lObGJEX0VEVTNxRlBrTkRlOE5ZZ1VfT3g4?oc=5,2019-01-21
Um balanço das medidas positivas do governo Michel Temer - Gazeta do Povo,Gazeta do Povo,Um balanço das medidas positivas do governo Michel Temer,"<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxNamlITm90dXBUTzJ2akNvMHc2QmxPM1J1ZGJpUjFKQjVDMTNLZWYwWTJnSnp2TnlSR25SOXZjU0pac2I4SVkzYWZQWVUtZ29RM2o1dFFtM2RkUWpkODc2c0NtZGFkbV96RDdjNm1fVmNNMnF5QjBjWGVtWWMzeDJ5X0ZpSm9XNGpwekE?oc=5"" target=""_blank"">Um balanço das medidas positivas do governo Michel Temer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gazeta do Povo</font>",https://news.google.com/rss/articles/CBMiigFBVV95cUxNamlITm90dXBUTzJ2akNvMHc2QmxPM1J1ZGJpUjFKQjVDMTNLZWYwWTJnSnp2TnlSR25SOXZjU0pac2I4SVkzYWZQWVUtZ29RM2o1dFFtM2RkUWpkODc2c0NtZGFkbV96RDdjNm1fVmNNMnF5QjBjWGVtWWMzeDJ5X0ZpSm9XNGpwekE?oc=5,2019-01-01
Divisão do Ministério do Trabalho provoca confusão administrativa - Sindicato dos Bancários,Sindicato dos Bancários,Divisão do Ministério do Trabalho provoca confusão administrativa,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNVFV0Nk0zUGd3bHFvYWVQOFdQdU5jWHRtV2dmWmJxX0hrOFZwa241S3FxUnBOa1hUS3l6SExOY1lsTEUzSFgtd0lubEpZRk5zalczbDlfZDBHcWl4TGJ6WDQ5c1cwNWJzSmtqbWhDTDFGbjl0NF8zWEJ2bFVmSXEtaC1QbVZqMExOUDBDQ3JhWlAyaGI2ejF5VTcxcGxiNDVGWmc?oc=5"" target=""_blank"">Divisão do Ministério do Trabalho provoca confusão administrativa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sindicato dos Bancários</font>",https://news.google.com/rss/articles/CBMiogFBVV95cUxNVFV0Nk0zUGd3bHFvYWVQOFdQdU5jWHRtV2dmWmJxX0hrOFZwa241S3FxUnBOa1hUS3l6SExOY1lsTEUzSFgtd0lubEpZRk5zalczbDlfZDBHcWl4TGJ6WDQ5c1cwNWJzSmtqbWhDTDFGbjl0NF8zWEJ2bFVmSXEtaC1QbVZqMExOUDBDQ3JhWlAyaGI2ejF5VTcxcGxiNDVGWmc?oc=5,2019-01-10
Onyx usa notas em série de amigo para receber verba de gabinete - GZH,GZH,Onyx usa notas em série de amigo para receber verba de gabinete,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxQbU5mMGItMzJUMUE3Szk1SUlyaFJRSVFvOFdQUmtFNGJDaTNZdWRNUzZMcWlLM29zM2dmLVNQOWU3MDFoUjZ6X0E5NHZDSXhfMnlkNEJHM29yU2lSVWppaFNjUUhvSmRRVy1tVTEzamlyaWhoTVRjZkd5cXJ6akVyYlN5Z3BGaHhBeWtPU1puX0FTYlJFU0w4Y1RnSU5rWkw0YVlrRmtNREVzcFBRSDVNRlpxSWJ6MEJtSktuSTRzS1dnMFZORUJTcUhkNlZuS3NoeHptWG5GOGhMMjZ1YWNua3FVS253UQ?oc=5"" target=""_blank"">Onyx usa notas em série de amigo para receber verba de gabinete</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GZH</font>",https://news.google.com/rss/articles/CBMi5gFBVV95cUxQbU5mMGItMzJUMUE3Szk1SUlyaFJRSVFvOFdQUmtFNGJDaTNZdWRNUzZMcWlLM29zM2dmLVNQOWU3MDFoUjZ6X0E5NHZDSXhfMnlkNEJHM29yU2lSVWppaFNjUUhvSmRRVy1tVTEzamlyaWhoTVRjZkd5cXJ6akVyYlN5Z3BGaHhBeWtPU1puX0FTYlJFU0w4Y1RnSU5rWkw0YVlrRmtNREVzcFBRSDVNRlpxSWJ6MEJtSktuSTRzS1dnMFZORUJTcUhkNlZuS3NoeHptWG5GOGhMMjZ1YWNua3FVS253UQ?oc=5,2019-01-08
Marcos Cintra é nomeado secretário da RFB do Ministério da Economia - ANFIP,ANFIP,Marcos Cintra é nomeado secretário da RFB do Ministério da Economia,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxPVFl5RlEwdTNJYnhQeS1QanlGQ3oyUGxGVW1lN1pNMmZ2X2MycUFmQzlQenNYZkNkenRkb0M4LUt3YkVfbFZSSF84eWxIRE1ZeTFGcXh5aDVTMTNRd181QTh4dWNXdjIyd2ViN056ZXhaZktXMC05cmQ0V2FCcWtIcHo1Y0J6cURrTHphdHFfMWNhdFh4Vk40Q2tubmozbTlJ?oc=5"" target=""_blank"">Marcos Cintra é nomeado secretário da RFB do Ministério da Economia</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ANFIP</font>",https://news.google.com/rss/articles/CBMioAFBVV95cUxPVFl5RlEwdTNJYnhQeS1QanlGQ3oyUGxGVW1lN1pNMmZ2X2MycUFmQzlQenNYZkNkenRkb0M4LUt3YkVfbFZSSF84eWxIRE1ZeTFGcXh5aDVTMTNRd181QTh4dWNXdjIyd2ViN056ZXhaZktXMC05cmQ0V2FCcWtIcHo1Y0J6cURrTHphdHFfMWNhdFh4Vk40Q2tubmozbTlJ?oc=5,2019-01-03
